gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_accessions	annotation_description
CP020618.1_1638	1686248	1687384	1137	-1	0.291	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1639	1687535	1688167	633	-1	0.267	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1640	1688340	1688555	216	1	0.273	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1641	1688558	1688827	270	1	0.363	11	AGGAGG	GENOMAD.077846.VV	2.894e-35	129	0	0	0	2561	Caudoviricetes	NA	PF20063.2;COG3311;TIGR01764	Predicted DNA-binding transcriptional regulator AlpA
CP020618.1_1642	1689161	1689487	327	1	0.315	11	AGGAGG	GENOMAD.225715.VP	5.349e-22	92	0	0	0	2561	Caudoviricetes	NA	PF07342.14	NA
CP020618.1_1643	1689513	1689737	225	1	0.329	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1644	1689773	1690585	813	1	0.308	11	AGGAGG	GENOMAD.011095.VV	3.694e-10	63	0	0	0	2561	Caudoviricetes	NA	PF14090.9	Helix-turn-helix domain
CP020618.1_1645	1690607	1691413	807	1	0.326	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1646	1691410	1692201	792	1	0.307	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1647	1692261	1693103	843	1	0.327	11	AGGAG/GGAGG	GENOMAD.131437.VV	7.098e-39	149	0	0	0	2561	Caudoviricetes	NA	NA	NA
CP020618.1_1648	1693093	1693326	234	1	0.308	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1649	1693338	1693859	522	1	0.291	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1650	1693914	1694153	240	1	0.287	11	GGAG/GAGG	GENOMAD.026460.VV	8.566e-06	44	0	0	1	2561	Caudoviricetes	NA	PF03592.19;COG3728;K07474	Phage terminase, small subunit
CP020618.1_1651	1694179	1694607	429	1	0.345	11	AGGAGG	GENOMAD.015902.VV	1.773e-14	72	0	0	1	2561	Caudoviricetes	NA	PF03592.19;COG3728;K07474	Phage terminase, small subunit
CP020618.1_1652	1696558	1697937	1380	1	0.270	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1653	1697930	1698502	573	1	0.220	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1654	1699211	1700785	1575	-1	0.337	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1655	1700970	1701185	216	1	0.296	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1656	1702047	1703603	1557	1	0.345	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1657	1703633	1705672	2040	1	0.321	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1658	1705684	1706118	435	1	0.343	11	AGGAG	GENOMAD.123993.CP	0.0007273	41	0	0	0	1	NA	NA	PF00359.25;PF02591.18;K02806;TIGR01419;COG4668	PTS IIA-like nitrogen-regulatory protein PtsN
CP020618.1_1659	1706118	1707221	1104	1	0.307	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1660	1707960	1708505	546	1	0.315	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1661	1708994	1710271	1278	1	0.261	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1662	1710264	1713545	3282	1	0.275	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1663	1714128	1714889	762	1	0.244	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1664	1714961	1715836	876	1	0.281	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1665	1715870	1717273	1404	1	0.239	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1666	1717430	1719223	1794	-1	0.241	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1667	1719339	1719554	216	-1	0.273	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1668	1719569	1720072	504	-1	0.361	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1669	1720088	1720399	312	-1	0.337	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1670	1720486	1720836	351	-1	0.356	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1671	1721302	1722927	1626	-1	0.341	11	AGGA	GENOMAD.169508.VP	7.758e-21	100	0	0	1	2561	Caudoviricetes	NA	PF04708.15;PF13262.9;COG1961;K14060	Site-specific DNA recombinase related to the DNA invertase Pin
CP020618.1_1672	1722949	1724298	1350	-1	0.346	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1673	1724486	1726255	1770	-1	0.343	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1674	1726255	1726551	297	-1	0.347	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1675	1726743	1727777	1035	-1	0.276	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1676	1727888	1728304	417	1	0.252	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1677	1728286	1728681	396	1	0.263	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1678	1728963	1731488	2526	-1	0.326	11	AGxAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1679	1731506	1731820	315	-1	0.286	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1680	1731971	1733224	1254	1	0.347	11	AGGAGG	GENOMAD.166682.CP	1.06e-51	192	0	0	0	1	NA	NA	COG2223;K08153	Nitrate/nitrite transporter NarK
CP020618.1_1681	1733299	1733943	645	1	0.290	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1682	1735567	1736307	741	1	0.350	11	None	GENOMAD.136559.CP	7.665e-44	162	0	0	0	1	NA	NA	PF00939.22;K03319;TIGR00785;COG0471	anion transporter
CP020618.1_1683	1737125	1737409	285	1	0.281	11	GGAGG	GENOMAD.179016.PC	3.33e-13	66	0	0	0	1	NA	NA	PF11242.11;COG3415	Transposase
CP020618.1_1684	1737926	1738282	357	-1	0.258	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1685	1738291	1738869	579	-1	0.247	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1686	1739411	1739863	453	1	0.208	11	AGGA	GENOMAD.159551.CP	3.21e-20	89	0	0	0	1	NA	NA	K02005;COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein)
CP020618.1_1687	1740118	1740465	348	1	0.253	11	None	GENOMAD.159551.CP	7.109e-14	69	0	0	0	1	NA	NA	K02005;COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein)
CP020618.1_1688	1740797	1741777	981	1	0.303	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1689	1741789	1743048	1260	1	0.297	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1690	1743242	1744027	786	-1	0.316	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1691	1744393	1744836	444	-1	0.291	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1692	1744975	1745505	531	-1	0.281	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1693	1746268	1748274	2007	1	0.337	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1694	1748723	1749694	972	1	0.238	11	AGGAG	GENOMAD.152337.CP	3.321e-30	125	0	0	0	1	NA	NA	PF04235.15;PF16401.8;K07148;COG2311	Uncharacterized membrane protein YeiB
CP020618.1_1695	1752737	1752835	99	1	0.333	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1696	1753007	1753336	330	1	0.270	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1697	1753413	1753772	360	-1	0.242	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1698	1753903	1754055	153	-1	0.288	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1699	1754293	1756155	1863	1	0.230	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1700	1756152	1756634	483	-1	0.277	11	GGAG/GAGG	GENOMAD.118794.CP	1.105e-18	85	0	0	0	1	NA	NA	PF01168.23;K21898;COG3457;TIGR00492	Predicted amino acid racemase
CP020618.1_1701	1756635	1758392	1758	-1	0.297	11	GGAGG	GENOMAD.154782.PC	1.64e-240	749	0	0	0	1	NA	NA	PF04183.15;PF06276.15;K23447;COG4264	Siderophore synthetase component
CP020618.1_1702	1758606	1760549	1944	1	0.295	11	GGAG/GAGG	GENOMAD.154576.PC	4.63e-85	299	0	0	0	1	NA	NA	PF04183.15;PF06276.15;K23446;COG4264;TIGR03951	Siderophore synthetase component
CP020618.1_1703	1760662	1761210	549	-1	0.332	11	AGGAG	GENOMAD.153154.CP	2.028e-20	91	0	0	0	1	NA	NA	PF03780.16;COG1302	Uncharacterized conserved protein YloU, alkaline shock protein (Asp23) family
CP020618.1_1704	1761290	1761526	237	-1	0.312	11	GGAGG	GENOMAD.183792.PC	2.903e-08	51	0	0	0	1	NA	NA	PF10031.12;COG5547	Small integral membrane protein (DUF2273)
CP020618.1_1705	1761539	1762075	537	-1	0.305	11	AGGAGG	GENOMAD.210007.PC	3.269e-59	203	0	0	0	1	NA	NA	PF19803.2;COG1302	Asp23 family, cell envelope-related function
CP020618.1_1706	1762244	1763818	1575	-1	0.327	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1707	1763982	1764995	1014	-1	0.326	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1708	1765028	1766035	1008	-1	0.340	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1709	1766175	1767176	1002	1	0.346	11	GGAG/GAGG	GENOMAD.133794.CP	1.686e-53	194	0	0	0	1	NA	NA	PF00296.23;TIGR03558;COG2141;K14733	luciferase family oxidoreductase, group 1
CP020618.1_1710	1767736	1769145	1410	-1	0.343	11	AGGAG/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1711	1769164	1770021	858	-1	0.339	11	None	GENOMAD.158256.CP	4.23e-37	144	0	0	0	1	NA	NA	PF02302.20;TIGR00853;COG1440;K02774	PTS system, lactose/cellobiose family IIB component
CP020618.1_1712	1770082	1770972	891	-1	0.332	11	GGAG/GAGG	GENOMAD.152002.CP	8.538e-26	111	0	0	0	1	NA	NA	K02761;COG1455	Phosphotransferase system cellobiose-specific component IIC
CP020618.1_1713	1770978	1771292	315	-1	0.330	11	GGAGG	GENOMAD.162482.CP	1.376e-10	59	0	0	0	1	NA	NA	PF02255.19;COG1447;TIGR00823;K02786	Phosphotransferase system cellobiose-specific component IIA
CP020618.1_1714	1771312	1772289	978	-1	0.340	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1715	1772293	1773225	933	-1	0.333	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1716	1773238	1773753	516	-1	0.339	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1717	1773769	1774197	429	-1	0.340	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1718	1774428	1775183	756	-1	0.311	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1719	1775388	1776122	735	1	0.322	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1720	1776284	1776676	393	-1	0.405	11	AGGAGG	GENOMAD.076388.CV	8.388e-27	107	0	0	0	2561	Caudoviricetes	NA	PF00380.22;COG0103;TIGR03627;K02960	Ribosomal protein S9
CP020618.1_1721	1776696	1777133	438	-1	0.363	11	AGGAGG	GENOMAD.078681.CV	4.186e-41	149	0	0	0	2561	Caudoviricetes	NA	PF00572.21;K02871;COG0102;TIGR01066	Ribosomal protein L13
CP020618.1_1722	1777384	1778187	804	-1	0.336	11	GGAG/GAGG	GENOMAD.147411.CP	2.521e-36	141	0	0	0	2561	Caudoviricetes	NA	PF01416.23;TIGR00071;COG0101;K15452	tRNA pseudouridine(38-40) synthase
CP020618.1_1723	1778192	1778998	807	-1	0.292	11	AGGAG	GENOMAD.120571.CP	4.22e-41	155	0	0	0	2561	Caudoviricetes	NA	PF02361.19;COG0619;K16783;TIGR02454	Energy-coupling factor transporter transmembrane protein EcfT
CP020618.1_1724	1778988	1779851	864	-1	0.329	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1725	1779848	1780660	813	-1	0.325	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1726	1780962	1781333	372	-1	0.371	11	AGGAGG	GENOMAD.000035.CC	9.351e-31	118	1	0	0	1	NA	NA	PF01196.22;COG0203;TIGR00059	Ribosomal protein L17
CP020618.1_1727	1781355	1782299	945	-1	0.326	11	AGGAGG	GENOMAD.000031.CC	7.21e-88	293	1	0	0	1	NA	NA	PF01193.27;K03040;TIGR02027;COG0202	DNA-directed RNA polymerase, alpha subunit, bacterial and chloroplast-type
CP020618.1_1728	1782382	1782771	390	-1	0.403	11	AGGAGG	GENOMAD.000013.CC	3.086e-45	160	1	0	0	1	NA	NA	PF00411.22;K02948;COG0100;TIGR03628	Ribosomal protein S11
CP020618.1_1729	1782795	1783160	366	-1	0.369	11	AGGA/GGAG/GAGG	GENOMAD.000014.CC	1.283e-34	129	0	0	0	1	NA	NA	PF00416.25;COG0099;TIGR03631;K02964	Ribosomal protein S13
CP020618.1_1730	1783183	1783296	114	-1	0.307	11	GGAGG	GENOMAD.000435.CC	5.951e-12	59	0	0	0	1	NA	NA	PF00444.21;COG0257;TIGR01022	Ribosomal protein L36
CP020618.1_1731	1783328	1783546	219	-1	0.315	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1732	1783746	1784396	651	-1	0.344	11	AGGAGG	GENOMAD.096687.CP	7.003e-10	61	0	0	0	1	NA	NA	PF05191.17;TIGR01206;COG1996	Adenylate kinase, active site lid
CP020618.1_1733	1784415	1785707	1293	-1	0.326	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1734	1785707	1786147	441	-1	0.388	11	AGGAGG	GENOMAD.000024.CC	4.811e-40	146	1	0	0	1	NA	NA	PF00828.22;TIGR01071;K02876;COG0200	ribosomal protein L15, bacterial/organelle
CP020618.1_1735	1786167	1786346	180	-1	0.344	11	AGGAGG	GENOMAD.000148.CC	1.204e-08	51	0	0	0	1	NA	NA	PF00327.23;TIGR01308;COG1841	ribosomal protein L30, bacterial/organelle
CP020618.1_1736	1786363	1786863	501	-1	0.391	11	AGGAGG	GENOMAD.000010.CC	3.21e-45	162	1	0	0	1	NA	NA	PF00333.23;PF03719.18;TIGR01021;COG0098	ribosomal protein S5, bacterial/organelle type
CP020618.1_1737	1786884	1787246	363	-1	0.342	11	AGGAG	GENOMAD.076560.CV	4.087e-38	139	0	0	0	1	NA	NA	PF00861.25;TIGR00060;COG0256;K02881	Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast
CP020618.1_1738	1787278	1787814	537	-1	0.359	11	AGGAGG	GENOMAD.000001.CC	2.341e-54	189	1	0	0	1	NA	NA	PF00347.26;K02933;TIGR03654;COG0097	ribosomal protein L6, bacterial type
CP020618.1_1739	1787839	1788237	399	-1	0.333	11	AGGAGG	GENOMAD.000019.CC	8.518e-36	133	1	0	0	1	NA	NA	PF00410.22;K02994;COG0096	Ribosomal protein S8
CP020618.1_1740	1788269	1788454	186	-1	0.366	11	AGGAGG	GENOMAD.109953.CP	1.292e-15	71	0	0	0	1	NA	NA	PF00253.24;COG0199	Ribosomal protein S14
CP020618.1_1741	1788477	1789016	540	-1	0.335	11	AGGAGG	GENOMAD.000004.CC	1.858e-74	247	0	0	0	1	NA	NA	PF00673.24;PF00281.22;K02931;COG0094	Ribosomal protein L5
CP020618.1_1742	1789042	1789359	318	-1	0.340	11	AGGAGG	GENOMAD.000028.CC	5.037e-37	135	1	0	0	1	NA	NA	PF17136.7;PF00467.32;K02895;TIGR01079;COG0198	ribosomal protein L24, bacterial/organelle
CP020618.1_1743	1789395	1789763	369	-1	0.401	11	GGAGG	GENOMAD.000007.CC	1.224e-43	155	0	0	0	1	NA	NA	PF00238.22;COG0093;TIGR01067	Ribosomal protein L14
CP020618.1_1744	1789795	1790058	264	-1	0.284	11	AGGAGG	GENOMAD.051620.CP	2.569e-20	86	0	0	0	1	NA	NA	PF00366.23;TIGR03635;COG0186	ribosomal protein uS17, bacterial form
CP020618.1_1745	1790085	1790294	210	-1	0.333	11	GGxGG	GENOMAD.000228.CC	3.852e-09	53	0	0	0	1	NA	NA	PF00831.26;COG0255;K02904;TIGR00012	Ribosomal protein L29
CP020618.1_1746	1790284	1790718	435	-1	0.395	11	AGGAGG	GENOMAD.061469.CV	3.493e-59	201	0	0	0	1	NA	NA	PF00252.21;K02878;TIGR01164;COG0197	ribosomal protein L16, bacterial/organelle
CP020618.1_1747	1790721	1791374	654	-1	0.372	11	AGGAGG	GENOMAD.000002.CC	1.261e-43	160	1	0	0	1	NA	NA	PF05316.15;K02982;TIGR01009;COG0092	ribosomal protein S3, bacterial type
CP020618.1_1748	1791398	1791751	354	-1	0.359	11	AGGAGG	GENOMAD.058918.CV	4.351e-36	133	0	0	0	1	NA	NA	PF00237.22;K02890;COG0091;TIGR01044	Ribosomal protein L22
CP020618.1_1749	1791782	1792060	279	-1	0.348	11	GGAGG	GENOMAD.058748.CV	1.1e-38	139	0	0	0	1	NA	NA	PF00203.24;K02965;COG0185;TIGR01050	Ribosomal protein S19
CP020618.1_1750	1792125	1792958	834	-1	0.393	11	AGGAGG	GENOMAD.058738.CV	6.698e-61	213	0	0	0	1	NA	NA	PF03947.21;TIGR01171;COG0090	ribosomal protein L2, bacterial/organellar
CP020618.1_1751	1792995	1793270	276	-1	0.330	11	AGGAGG	GENOMAD.058867.CV	1.118e-22	93	0	0	0	1	NA	NA	PF00276.23;COG0089;TIGR03636;K02892	Ribosomal protein L23
CP020618.1_1752	1793270	1793893	624	-1	0.383	11	AGGAGG	GENOMAD.060214.CV	1.891e-43	159	0	0	0	1	NA	NA	PF00573.25;COG0088;K02926;TIGR03953	Ribosomal protein L4
CP020618.1_1753	1793921	1794583	663	-1	0.363	11	AGGAGG	GENOMAD.057410.CP	5.083e-25	106	1	0	0	1	NA	NA	TIGR03625;COG0087	50S ribosomal protein uL3, bacterial form
CP020618.1_1754	1794611	1794919	309	-1	0.353	11	AGGAGG	GENOMAD.059523.CP	4.189e-06	46	0	0	0	1	NA	NA	PF00338.25;COG0051;TIGR01049	Ribosomal protein S10p/S20e
CP020618.1_1755	1795304	1795693	390	1	0.277	11	AGGAG(G)/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1756	1795751	1797085	1335	-1	0.348	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1757	1797198	1799333	2136	-1	0.306	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1758	1799620	1800483	864	1	0.344	11	AGGAG/GGAGG	GENOMAD.191734.PC	1.845e-39	151	0	0	0	1	NA	NA	PF06379.15;K05340;TIGR00776;COG4975	RhaT L-rhamnose-proton symporter family protein
CP020618.1_1759	1800505	1801296	792	1	0.364	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1760	1801367	1802275	909	-1	0.292	11	AGxAGG/AGGxGG	GENOMAD.130170.CV	9.865e-26	111	0	0	0	1	NA	NA	PF13593.9;K24180;COG0679;TIGR00946	Predicted permease
CP020618.1_1761	1802408	1802575	168	1	0.256	11	AGGAG/GGAGG	GENOMAD.050133.CC	5.39e-14	66	0	0	0	1	NA	NA	NA	NA
CP020618.1_1762	1802648	1802965	318	1	0.233	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1763	1803033	1806206	3174	-1	0.329	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1764	1806313	1807575	1263	-1	0.330	11	AGGAG/GGAGG	GENOMAD.145445.CP	6.053e-10	64	0	0	0	1	NA	NA	PF02388.19;K11693;TIGR04421;COG2348	FemAB family protein
CP020618.1_1765	1807990	1808760	771	-1	0.309	11	GGA/GAG/AGG	GENOMAD.198150.PC	7.834e-17	83	0	0	0	1	NA	NA	PF13468.9;TIGR03081;COG3185	Glyoxalase-like domain
CP020618.1_1766	1808931	1809374	444	1	0.306	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1767	1809361	1810236	876	1	0.315	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1768	1810209	1810565	357	1	0.319	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1769	1810640	1810990	351	-1	0.274	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1770	1811480	1812064	585	-1	0.306	11	AGGAG	GENOMAD.179805.CV	1.965e-12	68	0	0	0	1	NA	NA	PF06338.14;K02250;COG4903	Competence transcription factor ComK
CP020618.1_1771	1812272	1812490	219	1	0.297	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1772	1812558	1812656	99	-1	0.202	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1773	1812746	1812958	213	-1	0.310	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1774	1813102	1813653	552	1	0.310	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1775	1813703	1814641	939	-1	0.337	11	AGGA/GGAG/GAGG	GENOMAD.127139.CP	5.771e-26	112	0	0	0	1	NA	NA	PF01040.21;K02548;COG1575;TIGR00751	1,4-dihydroxy-2-naphthoate octaprenyltransferase
CP020618.1_1776	1814822	1816189	1368	1	0.311	11	AGxAG	GENOMAD.114697.CP	6.405e-25	112	0	0	0	1	NA	NA	PF00425.21;K02552;COG1169;TIGR03494	Isochorismate synthase EntC
CP020618.1_1777	1816179	1817849	1671	1	0.331	11	AGGAG/GGAGG	GENOMAD.123420.CP	1.444e-56	211	0	0	0	1	NA	NA	PF02776.21;PF16582.8;PF02775.24;COG0028;TIGR00118;K01652	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme
CP020618.1_1778	1817836	1818639	804	1	0.318	11	GGA/GAG/AGG	GENOMAD.145475.CP	4.532e-16	81	0	0	0	1	NA	NA	PF06342.15;K08680;TIGR03695;COG1647	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
CP020618.1_1779	1818632	1819450	819	1	0.361	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1780	1819501	1820676	1176	-1	0.329	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1781	1820945	1821364	420	1	0.274	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1782	1821541	1825572	4032	-1	0.306	11	AGGAG	GENOMAD.100102.VC	0.000946	46	0	0	0	2561	Caudoviricetes	NA	NA	NA
CP020618.1_1783	1825723	1826142	420	-1	0.305	11	AGxAGG/AGGxGG	GENOMAD.154161.CP	0.0001369	43	0	0	0	1	NA	NA	PF13527.10;TIGR04045;COG2153;K02348	putative N-acetyltransferase, MSMEG_0567 N-terminal domain family
CP020618.1_1784	1826257	1826727	471	-1	0.325	11	AGGAG	GENOMAD.169885.PP	1.629e-56	194	0	0	0	1	NA	NA	PF10804.11	NA
CP020618.1_1785	1826747	1827985	1239	-1	0.303	11	AGGAG	GENOMAD.141315.CP	5.086e-05	48	0	0	0	1	NA	NA	PF03816.17;COG1316;TIGR00350;K01005	Anionic cell wall polymer biosynthesis enzyme,  LytR-Cps2A-Psr (LCP) family
CP020618.1_1786	1828345	1829514	1170	1	0.261	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1787	1829554	1830456	903	-1	0.323	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1788	1830593	1830883	291	-1	0.323	11	3Base/5BMM	GENOMAD.170648.CP	3.484e-21	89	0	0	0	1	NA	NA	PF03626.17;K02829;TIGR02901;COG3125	cytochrome aa3 quinol oxidase, subunit IV
CP020618.1_1789	1830880	1831485	606	-1	0.348	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1790	1831475	1833463	1989	-1	0.359	11	GGAGG	GENOMAD.151955.CP	3.668e-07	56	0	0	0	1	NA	NA	PF00115.23;TIGR02843;K02274;COG0843	cytochrome o ubiquinol oxidase, subunit I
CP020618.1_1791	1833463	1834575	1113	-1	0.344	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1792	1834873	1835190	318	-1	0.336	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1793	1835458	1836603	1146	1	0.309	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1794	1836692	1837549	858	-1	0.341	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1795	1837760	1838242	483	1	0.375	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1796	1838229	1839353	1125	1	0.314	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1797	1839357	1840061	705	1	0.285	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1798	1840061	1840321	261	1	0.299	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_1799	1840323	1840994	672	1	0.348	11	AGGAG	GENOMAD.110184.CV	1.422e-21	96	0	0	0	2561	Caudoviricetes	NA	NA	NA
